01/06/2024,07:22:53,IN,000000000000000000000319,12
01/06/2024,07:23:04,OUT,000000000000000000000319,12
01/06/2024,07:29:19,IN,000000000000000000000319,11
01/06/2024,07:29:50,OUT,000000000000000000000319,11
01/06/2024,08:44:19,IN,000000000000000000000642,24
01/06/2024,08:44:25,OUT,000000000000000000000642,24
