02/06/2024,05:35:19,IN,000000000000000000000612,21
02/06/2024,05:35:37,OUT,000000000000000000000612,21
02/06/2024,05:35:46,IN,000000000000000000000612,21
02/06/2024,05:41:59,OUT,000000000000000000000612,21
02/06/2024,05:42:05,IN,000000000000000000000612,21
02/06/2024,05:42:45,OUT,000000000000000000000612,21
02/06/2024,05:42:56,IN,000000000000000000000612,21
02/06/2024,05:45:39,OUT,000000000000000000000612,21
